time,step-size,{G}.GInstance.f,{G}.GInstance.g,{H}.HInstance.h
0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.40965001380374033,6.050205415551406,0.0
2.0,1.0,0.40965001380374033,6.050205415551406,0.7397915313071859
